author,comment,likes,publishedAt,clean_comment,vader,neg,neu,pos,compound,sentiment
@priyanshiraj8982,sir lekin ..importance of chemistry..nature of matter yeah  sab kyu nhi padhay h ap...??? plz tell me,0,2018-07-25T02:36:57Z,sir lekin importance of chemistrynature of matter yeah sab kyu nhi padhay h ap plz tell me,"{'neg': 0.0, 'neu': 0.63, 'pos': 0.37, 'compound': 0.6848}",0.0,0.63,0.37,0.6848,positive
@Ankushkumar-ou3xn,wo👍👍,1,2018-07-24T19:24:04Z,wo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@kiranchandekar8850,sir try to make short video,0,2018-07-24T16:33:46Z,sir try to make short video,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@alwaymotivationanywhereany250,In this chapter,0,2018-07-24T16:05:12Z,in this chapter,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@alwaymotivationanywhereany250,Sir mujhe kuch nahi aata hai Peale se samjay please,0,2018-07-24T16:03:40Z,sir mujhe kuch nahi aata hai peale se samjay please,"{'neg': 0.0, 'neu': 0.796, 'pos': 0.204, 'compound': 0.3182}",0.0,0.796,0.204,0.3182,positive
@shubhamthakur4280,Sir aap chemistry ke sabhi chapters ki videos upload kroge,0,2018-07-24T12:42:37Z,sir aap chemistry ke sabhi chapters ki videos upload kroge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@khushbooyadav4648,It.s great sir because ma app se study kr rahi hu thanks sir please sir sabhi chapter ka video banaye sir plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz,0,2018-07-24T11:49:52Z,its great sir because ma app se study kr rahi hu thanks sir please sir sabhi chapter ka video banaye sir plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz plz,"{'neg': 0.0, 'neu': 0.247, 'pos': 0.753, 'compound': 0.9744}",0.0,0.247,0.753,0.9744,positive
@ahypvirk4993,Yy6,0,2018-07-24T11:47:18Z,yy,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@khushbooyadav4648,Thanku so much sir very nice video I like video sir,0,2018-07-24T11:31:30Z,thanku so much sir very nice video i like video sir,"{'neg': 0.0, 'neu': 0.617, 'pos': 0.383, 'compound': 0.6801}",0.0,0.617,0.383,0.6801,positive
@AnilKumar-xb6hy,inter ka opjictiv all,0,2018-07-24T06:07:51Z,inter ka opjictiv all,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@gurbakshsangral1311,thanks,0,2018-07-24T03:23:08Z,thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.0,0.0,1.0,0.4404,positive
@shubhamkundu2797,Sir en lows ke upper numricle aate ha ya nhi,0,2018-07-23T17:33:30Z,sir en lows ke upper numricle aate ha ya nhi,"{'neg': 0.148, 'neu': 0.656, 'pos': 0.197, 'compound': 0.1531}",0.148,0.656,0.197,0.1531,positive
@yatendrasingh255,sir to chha gye,0,2018-07-23T17:18:57Z,sir to chha gye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@asthamishra7504,sir ur great....,0,2018-07-23T16:16:08Z,sir ur great,"{'neg': 0.0, 'neu': 0.328, 'pos': 0.672, 'compound': 0.6249}",0.0,0.328,0.672,0.6249,positive
@sagacioussolace7827,Inke pass physics chemistry Dono ki masters ki degree hai ya nhi....?,0,2018-07-23T15:07:59Z,inke pass physics chemistry dono ki masters ki degree hai ya nhi,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@sureshsirswal99,sir agar maths bhi ho jata to....................,5,2018-07-23T13:24:58Z,sir agar maths bhi ho jata to,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@shardakathar9552,Sir I want all the question that u have plzzzzz for making numericals easy plz,0,2018-07-23T13:20:50Z,sir i want all the question that u have plzzzzz for making numericals easy plz,"{'neg': 0.0, 'neu': 0.686, 'pos': 0.314, 'compound': 0.5423}",0.0,0.686,0.314,0.5423,positive
@Samruddhikshirsagar11,Very nice,0,2018-07-23T07:14:38Z,very nice,"{'neg': 0.0, 'neu': 0.244, 'pos': 0.756, 'compound': 0.4754}",0.0,0.244,0.756,0.4754,positive
@Abhishekkumar-ry5gn,This video full chapter o1,0,2018-07-23T06:57:19Z,this video full chapter o,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@kumudnunisa6972,"Sir plzss ,,chemistry ke chapter 1 ke basic clear Karna hai",0,2018-07-22T17:27:48Z,sir plzss chemistry ke chapter ke basic clear karna hai,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.3818}",0.0,0.794,0.206,0.3818,positive
@shivambhati6754,In# law in example the Mass of sulphur is 64 not 32,0,2018-07-22T17:24:25Z,in law in example the mass of sulphur is not,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@animexnews39,Sir ur the best teacher i hv ever seen . Keep up the good work and i will always be ur fan ....,0,2018-07-22T16:21:07Z,sir ur the best teacher i hv ever seen keep up the good work and i will always be ur fan,"{'neg': 0.0, 'neu': 0.68, 'pos': 0.32, 'compound': 0.8555}",0.0,0.68,0.32,0.8555,positive
@gourishankarsahu9803,Class11th please reply,6,2018-07-22T15:40:18Z,classth please reply,"{'neg': 0.0, 'neu': 0.465, 'pos': 0.535, 'compound': 0.3182}",0.0,0.465,0.535,0.3182,positive
@gourishankarsahu9803,Sir hum Hindi midum ke bche to please AAP black board par jo bhi likhte use Hindi me bol diya karo please sir and app ke video bahut acha hai thank-you😇,1,2018-07-22T15:29:38Z,sir hum hindi midum ke bche to please aap black board par jo bhi likhte use hindi me bol diya karo please sir and app ke video bahut acha hai thankyou,"{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.765}",0.0,0.808,0.192,0.765,positive
@ashokgamer6191,nice,0,2018-07-22T11:20:01Z,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.0,0.0,1.0,0.4215,positive
@tulsidangi839,"If you have interested in learning chemistry and biology so please watch this<br><a href=""http://www.youtube.com/results?search_query=%23learnexpertrupesh"">#learnexpertrupesh</a>",0,2018-07-22T10:48:46Z,if you have interested in learning chemistry and biology so please watch thisbra href,"{'neg': 0.0, 'neu': 0.678, 'pos': 0.322, 'compound': 0.6899}",0.0,0.678,0.322,0.6899,positive
@dhillonsaab2324,Thankyou so much sir,0,2018-07-22T08:13:52Z,thankyou so much sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@saumitrasaklani3186,Thnq sir. .👌👌,0,2018-07-22T07:39:42Z,thnq sir,"{'neg': 0.0, 'neu': 0.197, 'pos': 0.803, 'compound': 0.9055}",0.0,0.197,0.803,0.9055,positive
@Devraj-pq7sk,🙏,0,2018-07-22T07:20:54Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@nitinchaudhary2436,Thanks sir I see your chemistry chap 1 all videos ang I got 19 marks out of 20 in unit 2 test thanks sir👍👍👍,0,2018-07-22T07:09:32Z,thanks sir i see your chemistry chap all videos ang i got marks out of in unit test thanks sir,"{'neg': 0.0, 'neu': 0.828, 'pos': 0.172, 'compound': 0.7003}",0.0,0.828,0.172,0.7003,positive
@mangeramsaharawat6851,not bad sir thanks for this useful video,0,2018-07-22T07:08:28Z,not bad sir thanks for this useful video,"{'neg': 0.183, 'neu': 0.38, 'pos': 0.437, 'compound': 0.5178}",0.183,0.38,0.437,0.5178,positive
@mangeramsaharawat6851,not bad sir,0,2018-07-22T07:07:40Z,not bad sir,"{'neg': 0.0, 'neu': 0.412, 'pos': 0.588, 'compound': 0.431}",0.0,0.412,0.588,0.431,positive
@mangeramsaharawat6851,not good sir,0,2018-07-22T07:06:40Z,not good sir,"{'neg': 0.546, 'neu': 0.454, 'pos': 0.0, 'compound': -0.3412}",0.546,0.454,0.0,-0.3412,negative
@mangeramsaharawat6851,not good sit,0,2018-07-22T07:06:14Z,not good sit,"{'neg': 0.546, 'neu': 0.454, 'pos': 0.0, 'compound': -0.3412}",0.546,0.454,0.0,-0.3412,negative
@ShaymaParveen70,Thanks sir,0,2018-07-22T06:55:42Z,thanks sir,"{'neg': 0.0, 'neu': 0.256, 'pos': 0.744, 'compound': 0.4404}",0.0,0.256,0.744,0.4404,positive
@parmanandparmanand7586,Nice,0,2018-07-22T04:51:20Z,nice,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4215}",0.0,0.0,1.0,0.4215,positive
@4ggaming206,Sir or age bhi videos dalena,0,2018-07-22T04:50:03Z,sir or age bhi videos dalena,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@manvisharma8226,awsome and mindblowing sir thanku so much sir,0,2018-07-22T00:39:50Z,awsome and mindblowing sir thanku so much sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sangeetseema,Pleaaaase,1,2018-07-21T17:12:43Z,pleaaaase,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sangeetseema,Sir class 11 inorganing chemistry ke sare chapters ke vidio upload kar do,2,2018-07-21T17:12:33Z,sir class inorganing chemistry ke sare chapters ke vidio upload kar do,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@Sharma__karan,Your teaching style is very unique👌 aap chemistry or physics ke sabse jabardast teacher mere according<br>U r awesome sir<br>Don&#39;t stop 🛑 here sir upload more awesome videos 👌👌👌👏👏👏,1,2018-07-21T11:16:12Z,your teaching style is very unique aap chemistry or physics ke sabse jabardast teacher mere accordingbru r awesome sirbrdont stop here sir upload more awesome videos,"{'neg': 0.064, 'neu': 0.44, 'pos': 0.496, 'compound': 0.9841}",0.064,0.44,0.496,0.9841,positive
@diveshsingh2625,Sir please make its 2 nd  part,0,2018-07-21T10:26:52Z,sir please make its nd part,"{'neg': 0.0, 'neu': 0.723, 'pos': 0.277, 'compound': 0.3182}",0.0,0.723,0.277,0.3182,positive
@ravikesharwani8936,Bahut video dekh liya bt this is the best,0,2018-07-21T10:11:13Z,bahut video dekh liya bt this is the best,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.6369}",0.0,0.656,0.344,0.6369,positive
@ashishchauhan1195,Nice sir,0,2018-07-21T06:50:43Z,nice sir,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@navyajyotsna9617,Sir kya aap mujhe koi physics ka channel bata sakte ho plzzz ..🔃🔃🔃❔❔❓❓<br>Physics wallah ke alawa aur koi aacha sa,0,2018-07-21T06:32:30Z,sir kya aap mujhe koi physics ka channel bata sakte ho plzzz brphysics wallah ke alawa aur koi aacha sa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@shohamkar7004,Sir kya gay lusac law standard temp. And pressure pe dependenthai?,0,2018-07-20T15:55:07Z,sir kya gay lusac law standard temp and pressure pe dependenthai,"{'neg': 0.18, 'neu': 0.82, 'pos': 0.0, 'compound': -0.296}",0.18,0.82,0.0,-0.296,negative
@rijvanumani9720,सर आप हिंदी में भी अपनी केमिस्ट्री की वीडियो डाल करें हम यूपी बोर्ड से है इस मारे हम इंग्लिश को कम समझ पाते हैं,25,2018-07-20T11:00:25Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rijvanumani9720,सर मुझे आपके केमिस्ट्री पढ़ाने का तरीका बहुत अच्छा लगा सर आप इसी तरीके से हर पार्ट की केमिस्ट्री की वीडियो डालते रहे हैं सर हम बच्चों की बहुत हेल्प हो जाएगी,0,2018-07-20T10:59:32Z,,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@satishkumarrathore6443,Sir aap bolte h ki description me link de rha hu pr dete nhi hai,0,2018-07-20T08:21:18Z,sir aap bolte h ki description me link de rha hu pr dete nhi hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@chintusharma2839,Sir where is topic( limiting reagent)??,0,2018-07-20T06:52:26Z,sir where is topic limiting reagent,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@shibakhan6634,Sir or chapter me bhi video aplode keri plz,0,2018-07-19T17:12:58Z,sir or chapter me bhi video aplode keri plz,"{'neg': 0.0, 'neu': 0.86, 'pos': 0.14, 'compound': 0.0772}",0.0,0.86,0.14,0.0772,positive
@rajeshkumarshukla1941,apki trick theek h bhai but I am also chemistry teacher,0,2018-07-19T16:59:26Z,apki trick theek h bhai but i am also chemistry teacher,"{'neg': 0.099, 'neu': 0.901, 'pos': 0.0, 'compound': -0.0258}",0.099,0.901,0.0,-0.0258,neutral
@uttamparthbaranwal7338,Kya aap biology padhate hoo,3,2018-07-19T15:45:29Z,kya aap biology padhate hoo,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@37swanandkulkarni43,sir NH³ 40 ml kese aaya wo tho 80ml aayega....??plz sir bata dejeye kal exam haa..,0,2018-07-19T10:33:31Z,sir nh ml kese aaya wo tho ml aayegaplz sir bata dejeye kal exam haa,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@37swanandkulkarni43,congratulation for 100k......😊😊<br>next step....1M.......<br>u deserve this.....<br>keep making videos......<br>thank you very much .......,0,2018-07-19T09:54:31Z,congratulation for kbrnext stepmbru deserve thisbrkeep making videosbrthank you very much,"{'neg': 0.0, 'neu': 0.517, 'pos': 0.483, 'compound': 0.9423}",0.0,0.517,0.483,0.9423,positive
@cricketnewsbyrcb802,Sir physics chapter 7Ka bhi video panaiye,0,2018-07-19T03:36:24Z,sir physics chapter ka bhi video panaiye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@cricketnewsbyrcb802,Sir thankyou so much,0,2018-07-19T03:35:57Z,sir thankyou so much,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@diwanshimalik6424,"...,,z😋😋😋😋😋😘😘😘😘 u are very best in this universe......",0,2018-07-19T03:18:14Z,z u are very best in this universe,"{'neg': 0.0, 'neu': 0.684, 'pos': 0.316, 'compound': 0.9402}",0.0,0.684,0.316,0.9402,positive
@jugalkishorsahu3953,Thank you sir ji,0,2018-07-19T03:17:19Z,thank you sir ji,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.0,0.545,0.455,0.3612,positive
@piyushsharma971,Sir i have problem in this qqqq      how much coulomb charge to s present on 1g ion of N3-,0,2018-07-18T19:04:45Z,sir i have problem in this qqqq how much coulomb charge to s present on g ion of n,"{'neg': 0.13, 'neu': 0.87, 'pos': 0.0, 'compound': -0.4019}",0.13,0.87,0.0,-0.4019,negative
@pooransinghraikwar5880,Thanku very much sir...<br>I understand all the laws ....,1,2018-07-18T16:13:04Z,thanku very much sirbri understand all the laws,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ruhaankiduniya,"Sir book me Gay lussac law me  hydrogen 100 ml, oxygen 50 ml given h... N water molecule 100 ml ban rha... <br>How is it possible??",0,2018-07-18T13:48:34Z,sir book me gay lussac law me hydrogen ml oxygen ml given h n water molecule ml ban rha brhow is it possible,"{'neg': 0.137, 'neu': 0.863, 'pos': 0.0, 'compound': -0.6072}",0.137,0.863,0.0,-0.6072,negative
@messimagic1696,Thanks...,0,2018-07-18T12:20:36Z,thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.0,0.0,1.0,0.4404,positive
@deepaknikam5884,Nice video,0,2018-07-18T03:01:46Z,nice video,"{'neg': 0.0, 'neu': 0.263, 'pos': 0.737, 'compound': 0.4215}",0.0,0.263,0.737,0.4215,positive
@mdiftkharali9972,Sir full video banaye,0,2018-07-17T15:37:59Z,sir full video banaye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@anjushah135,teacher too mst ho but aapke iss vidoe ke last me aapki aawaz piche rh gai aur video aage bhaag gya just because this i can&#39;t understand the gay lussac law and avogadro law. so  plz iska ek alag video bna dijiye,0,2018-07-17T14:25:27Z,teacher too mst ho but aapke iss vidoe ke last me aapki aawaz piche rh gai aur video aage bhaag gya just because this i cant understand the gay lussac law and avogadro law so plz iska ek alag video bna dijiye,"{'neg': 0.0, 'neu': 0.951, 'pos': 0.049, 'compound': 0.2759}",0.0,0.951,0.049,0.2759,positive
@charanpreetsinghjaswal8007,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=985"">16:25</a>",0,2018-07-17T11:33:43Z,a href,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@rahisamirza2573,12th chapter plz,0,2018-07-17T11:17:35Z,th chapter plz,"{'neg': 0.0, 'neu': 0.606, 'pos': 0.394, 'compound': 0.0772}",0.0,0.606,0.394,0.0772,positive
@bijendersingh442,wah sir.<br>mjaa aa gya ya...<br>I really enjoyed this lecture💑💑💑,0,2018-07-16T23:50:43Z,wah sirbrmjaa aa gya yabri really enjoyed this lecture,"{'neg': 0.0, 'neu': 0.464, 'pos': 0.536, 'compound': 0.9531}",0.0,0.464,0.536,0.9531,positive
@techrama9642,Thank u very much....,0,2018-07-16T16:44:47Z,thank u very much,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.0,0.545,0.455,0.3612,positive
@surendraprasad1866,Sir u r awsm  u r an idol for me,0,2018-07-16T15:35:17Z,sir u r awsm u r an idol for me,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@vishnupalvishnupal6822,Sir please tell that in third law of multiple proportions you are take the example of Nitrogen and oxygen.  NO N20 NO2 tell me how to do this,0,2018-07-16T14:44:18Z,sir please tell that in third law of multiple proportions you are take the example of nitrogen and oxygen no n no tell me how to do this,"{'neg': 0.094, 'neu': 0.832, 'pos': 0.074, 'compound': -0.1613}",0.094,0.832,0.074,-0.1613,negative
@winstonvijayaraj2400,Very good better if had English subtitles,0,2018-07-16T13:46:09Z,very good better if had english subtitles,"{'neg': 0.0, 'neu': 0.44, 'pos': 0.56, 'compound': 0.7485}",0.0,0.44,0.56,0.7485,positive
@aryanajith6744,Wow i now realise that it was this easy😍 thank you sir,0,2018-07-16T07:04:06Z,wow i now realise that it was this easy thank you sir,"{'neg': 0.0, 'neu': 0.486, 'pos': 0.514, 'compound': 0.9131}",0.0,0.486,0.514,0.9131,positive
@viratyadav6084,Sir what&#39;s app number dedijiye,0,2018-07-16T03:01:56Z,sir whats app number dedijiye,"{'neg': 0.0, 'neu': 0.755, 'pos': 0.245, 'compound': 0.0772}",0.0,0.755,0.245,0.0772,positive
@abhijeetmishra2347,Sir youtube phad denge,0,2018-07-15T19:02:11Z,sir youtube phad denge,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@ravinderkumar3359,Then how mass created if neither be created nor be destroyed,0,2018-07-15T15:52:10Z,then how mass created if neither be created nor be destroyed,"{'neg': 0.121, 'neu': 0.557, 'pos': 0.322, 'compound': 0.4382}",0.121,0.557,0.322,0.4382,positive
@biharistudent349,Aare itna aacha aap samdhaye,1,2018-07-15T15:42:01Z,aare itna aacha aap samdhaye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@fme071-sawantsoham8,Thanks,0,2018-07-15T11:49:35Z,thanks,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.4404}",0.0,0.0,1.0,0.4404,positive
@omprakashsenapati5807,great,1,2018-07-15T05:47:45Z,great,"{'neg': 0.0, 'neu': 0.0, 'pos': 1.0, 'compound': 0.6249}",0.0,0.0,1.0,0.6249,positive
@srishtitripathi611,"Thank u sir , BUT I REQUEST TO YOU . SIR AAP JO BHI VIDEO BANATE HAI ENGLISH ME BUT ME   ENGLISH ME WEAK HUN TO AAP ENGLISH KE BAAD THODA AUR HINDI ME TRANSLATE KAR DIYA KARIYE <br>PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE PLEASE",1,2018-07-14T15:45:20Z,thank u sir but i request to you sir aap jo bhi video banate hai english me but me english me weak hun to aap english ke baad thoda aur hindi me translate kar diya kariye brplease please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please please,"{'neg': 0.011, 'neu': 0.083, 'pos': 0.906, 'compound': 0.9999}",0.011,0.083,0.906,0.9999,positive
@navaneeth_us,"Sir, What is the application of &quot;Law of reciprocal proportion&quot;? I mean to say how it will be asked in competitive exams? <br>Please reply sir..<br>Thanks!",0,2018-07-14T05:50:23Z,sir what is the application of quotlaw of reciprocal proportionquot i mean to say how it will be asked in competitive exams brplease reply sirbrthanks,"{'neg': 0.0, 'neu': 0.911, 'pos': 0.089, 'compound': 0.3296}",0.0,0.911,0.089,0.3296,positive
@shivammahajan2652,Kya ye cet ke liye faydemand hai,0,2018-07-14T03:12:39Z,kya ye cet ke liye faydemand hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@krishnaanna6593,Mene school ke liye throry jyada padi aur ut me 10 ke 10 numerical aae😕😕😕,0,2018-07-14T01:43:00Z,mene school ke liye throry jyada padi aur ut me ke numerical aae,"{'neg': 0.277, 'neu': 0.723, 'pos': 0.0, 'compound': -0.7096}",0.277,0.723,0.0,-0.7096,negative
@acreation8297,Thank you sir ...,0,2018-07-13T21:02:58Z,thank you sir,"{'neg': 0.0, 'neu': 0.545, 'pos': 0.455, 'compound': 0.3612}",0.0,0.545,0.455,0.3612,positive
@digendradev2874,Sir only from your videos I understood these laws otherwise I was wondering. 😉😉😉😉😉😉😉😉😉😉😉I hope I got physics teacher like you but that should be have all video of class 11th and 12th chapter. 😢😢😢😢😢😢😢😢😢😢😢😢😢😢 other commentators can also tell me the name of the other  channel on which physics is tought.😆😆😆😆😆😆😆😆😆😆😆😆,12,2018-07-13T18:44:49Z,sir only from your videos i understood these laws otherwise i was wondering i hope i got physics teacher like you but that should be have all video of class th and th chapter other commentators can also tell me the name of the other channel on which physics is tought,"{'neg': 0.278, 'neu': 0.517, 'pos': 0.205, 'compound': -0.9698}",0.278,0.517,0.205,-0.9698,negative
@aamishsharma8091,Hello alakh sir aap hindi mein likhkar kyoon nahi padate ho,0,2018-07-13T18:11:45Z,hello alakh sir aap hindi mein likhkar kyoon nahi padate ho,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@vishnukashyap1487,sir app class 12 ki chemistry  teach kre   aur ek  ek  numerical bhi  krne  ki help  kre     main apka vidio roj dekhta hu ....pls   12  ki chemistry btaye pls,0,2018-07-13T15:27:50Z,sir app class ki chemistry teach kre aur ek ek numerical bhi krne ki help kre main apka vidio roj dekhta hu pls ki chemistry btaye pls,"{'neg': 0.0, 'neu': 0.831, 'pos': 0.169, 'compound': 0.5106}",0.0,0.831,0.169,0.5106,positive
@sukhiramgoriyar3248,"Sir , thanks......",0,2018-07-13T15:17:58Z,sir thanks,"{'neg': 0.0, 'neu': 0.408, 'pos': 0.592, 'compound': 0.4404}",0.0,0.408,0.592,0.4404,positive
@Ankit-xi6xy,Sir Q1 me 7/2 x 1/20 kaise aya,0,2018-07-13T15:07:41Z,sir q me x kaise aya,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@drift-in-route,Any humanities student😅😅😂 or am I alone?,0,2018-07-13T14:15:37Z,any humanities student or am i alone,"{'neg': 0.141, 'neu': 0.542, 'pos': 0.318, 'compound': 0.7096}",0.141,0.542,0.318,0.7096,positive
@preetidhanda1995,Thanku sir.I like your teaching style,1,2018-07-13T12:14:03Z,thanku siri like your teaching style,"{'neg': 0.0, 'neu': 0.667, 'pos': 0.333, 'compound': 0.3612}",0.0,0.667,0.333,0.3612,positive
@GANESHSINGH-ke3lg,Sr next chap Chemistry ka kab upload karenge sir?,0,2018-07-13T10:05:56Z,sr next chap chemistry ka kab upload karenge sir,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@gohildixeeta3470,Sir...Aise video banakar sabhi ko gyan batna bahut achha kam hai...Thank you to bahut kum hai aapke liye...Fir bhi dil se &quot;Dhanyvad&quot; hamare liye e karne k liye...🙏,0,2018-07-13T07:04:45Z,siraise video banakar sabhi ko gyan batna bahut achha kam haithank you to bahut kum hai aapke liyefir bhi dil se quotdhanyvadquot hamare liye e karne k liye,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
@wweraw8813,Sir..  Apka naam physic wala sufficent nhi hai,0,2018-07-13T07:00:21Z,sir apka naam physic wala sufficent nhi hai,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,1.0,0.0,0.0,neutral
