author,comment,likes,publishedAt
@mahikushwaha2289,sir pls help in scientific notation,1,2019-04-04T09:44:14Z
@pawankumarsingla5074,Thank you for your awesome lecture sir,0,2019-04-04T06:08:38Z
@_Devansh-mr6kv,13.18 magnesium or manganese <br>Sir are you saying wrong.,0,2019-04-04T04:53:58Z
@nishthasingh7366,molar mass oxygen ka find karte tym use 7 se multiply kyu nhi kiya,0,2019-04-04T03:05:18Z
@PawanKumar-gx5zu,Sir g english medium me problem hai,1,2019-04-04T01:45:10Z
@ranaji5669,Or sir hum double krne k bjae half kr skte h??,0,2019-04-03T15:10:23Z
@ranaji5669,Sir agar hum N ko fix kar denge to compound bhi to change ho jaega <br>Plz reply sir,0,2019-04-03T15:08:36Z
@tarsemsahota4251,Congo for 1 m sir ji,1,2019-04-03T15:03:32Z
@abhishekrairebel6909,Love to your explanation sir g.,0,2019-04-03T14:50:33Z
@rakeshkumarsingh3875,Thank u so much Sir for your cooperation,0,2019-04-03T14:09:20Z
@Krockzzz,"Sir,law of multiple wale me hamme ye jarroori hai kya ratio <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1936"">32:16</a> kare ya phir <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=992"">16:32</a> bhi likh skte hai..plzz reply amd haan jo NO2,N2O,etc wale example diye the aapne usme jarrori hai kya N ka mass hi constant kare ya phir hum O ka bhi mass constant karke ration nikal skte the?????",1,2019-04-03T10:22:08Z
@mohitranarana8342,I can&#39;t understand how to find moles,2,2019-04-03T09:01:08Z
@sonalisahu1040,Thanks sir🙌🙌🙌🙌🙌,1,2019-04-03T08:27:52Z
@vikashx6607,Sir I have completed 10 th class but I am not able to decide about pcm/pcb,1,2019-04-03T08:10:28Z
@rc_editss,Sir you are really a good teacher.....sir apna number de dijiye,2,2019-04-03T07:48:42Z
@drb.k.sharma3954,Sir apne molar mass ke time 2 ka multiplication H see nahi Kiya tha <br>2×1×6=12<br>12+24(of carbon)=36(molar mass of 2.C2H6),5,2019-04-03T07:36:14Z
@MOHDDANISH-tr1hk,I have just given my 10th exam,1,2019-04-03T06:32:00Z
@prathudwivedi1246,Sir ye icse ke li bi hai,0,2019-04-03T06:04:04Z
@Shreyansh809,Thnx sir,0,2019-04-03T04:12:13Z
@raisahmad2659,Really awesome,0,2019-04-03T02:21:39Z
@s..518,Sir why u divided 7/2 with this,9,2019-04-03T02:17:57Z
@Fatima_zahra53,Yai hamai kasai pata chalai gaa ki reaction mai heat niklai giii,0,2019-04-03T02:12:47Z
@anjalisatapathy7661,Sir ham law 3 me oxygen ke mass ko fix kar sakte hain kya,1,2019-04-03T01:45:10Z
@kabirvachanupdater7072,Sir aur video bane class 11 ki please,0,2019-04-03T00:16:31Z
@betechnical8743,i am confused ehat should i take in 11th pcm or commerce sir plz reply,2,2019-04-02T17:16:43Z
@rajeshgoyal3264,Thank you sir your videos are really very helpful both chemistry and physics which I have watched till now .,13,2019-04-02T16:41:51Z
@subratabhattacharya1444,thank u sir,0,2019-04-02T16:25:14Z
@leuciferx8742,Sir aap ki class toh koi bunk bhi ni krta hoga,0,2019-04-02T14:31:31Z
@reetutajyadavyadav9014,There is no word for your quality,2,2019-04-02T14:13:30Z
@satyajitswain166,"Sar ap ka padhana ka tarika galat ha kiqki ap firstly nahi bataya law kya ha,or logoko kya lagta ha muja nahi pata but muja nahi lagta ap ka padhana ka tarika thick ha ap pahala basic information homa botao bat ma chapter ka upar jao",0,2019-04-02T14:10:59Z
@Pranav-ij5jm,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=747"">12:27</a><br>But that&#39;s magnesium...lol!!<br><a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=1128"">18:48</a><br>Second is carbon monoxide!! Lol×2",1,2019-04-02T12:18:22Z
@chahatmaurya6234,Apka class kaisa join kar sakate hai sir,0,2019-04-02T05:42:34Z
@chahatmaurya6234,Super sir,0,2019-04-02T05:41:18Z
@thelibrary-wayofknowledge9807,☺☺sir maine is year 10 ke exam dia hai....sir mujhe 10 ki science mai ek bhi topic mai muskin nhi hoti even sare topic easy lagte hai..<br><br>Or mai +2 mai science psm lekr bteck karna chata hu..<br><br>Pr mere dost mujhe  kehte hai ki science bhot muskil hai or unsab ne commerse le rakhi hai.<br><br>Kya 11ki science sach mai muskil hai..pr mujhe 10ki science ko esy lagi thi...<br><br>Sir aap bataiya ki mai kya kru...,1,2019-04-02T02:55:04Z
@Dtea0129,after 10 th i am little nervous  about 11th chemistry n physics ......... but sir aapki video sy mere sare doubt clear ho jaate h,2,2019-04-01T14:57:57Z
@sarthakvishwakarma9911,What does delta mean in e= delta mc^2 or in any equation. Please tell me😭😭😭😭😭😭😭,0,2019-04-01T12:18:55Z
@rajkumarjain8183,amisha,0,2019-04-01T08:20:25Z
@dhruvchaturvedi9805,sir maas numbrr bhi yaad krnee padenge 11me,0,2019-04-01T07:14:02Z
@shivamthakur9784,Kis kis ko ShurUyat me sMj nhi Aa rha...,1,2019-04-01T05:36:54Z
@abhishekkanna3114,is this vedio valid for aiims amd neet,0,2019-04-01T04:21:26Z
@dhanendramehta9528,More questions,1,2019-04-01T01:28:57Z
@dhanendramehta9528,Sir 3 law ke example question(4-5),2,2019-04-01T01:28:43Z
@mahima5235,Sir kon sy subject ly for civil service,1,2019-03-31T13:54:37Z
@Riya-dn5tx,Tq sir,0,2019-03-31T12:09:40Z
@alquaquamar6258,But law of costant composition is not valid for isotopes of element,2,2019-03-31T07:15:01Z
@janeshwarkumarsingh8016,Amazing,0,2019-03-31T05:09:19Z
@janeshwarkumarsingh8016,1m sub over,1,2019-03-31T05:09:10Z
@reenasingh7420,Thank u sir,1,2019-03-31T04:48:39Z
@sanjeev8347,Tnx sir,2,2019-03-31T01:56:19Z
@prakharsingh7064,sir ur videos are one of the most important lectures.....i love ur videos.....its my humble request that u must start a coaching with the name of &quot;&quot;&quot;&quot;&quot;PHYSICS WALLAH&quot;&quot;&quot;&quot;&quot;&quot;&quot;.WE ALL LIKE U SIR.,2,2019-03-30T17:59:50Z
@secondchance7555,Yu are my superhero sir,0,2019-03-30T16:40:40Z
@secondchance7555,Sir I have just completed my 10 th class..... <br>And due to u I started my 11 th,136,2019-03-30T16:40:01Z
@PoojaKumari-oq1zm,"Nice sir,  I am impressed",0,2019-03-30T15:55:29Z
@Aqib-kk6hc,U r great teacher in the youtube..,0,2019-03-30T10:46:15Z
@dileepkumarsharma1513,Is it for cbse ?,1,2019-03-30T10:13:17Z
@nishansingh8091,thank u sir😊,2,2019-03-30T06:27:48Z
@visheshpandit8109,plzz like for hero of india,211,2019-03-30T04:11:54Z
@saumyasingh637,Sir 10 me bhi tha,0,2019-03-30T03:17:38Z
@070paridhishrivastava9,sir mujhe vo nhi samaj aaya ki oxygen ke moles kese find kiye..... koi proper mathematical operation dedo,3,2019-03-29T18:05:22Z
@chachajigaming4782,Congratulation sir for 1Million subscribers,0,2019-03-29T13:53:44Z
@successclass923,Guruji 10 paper hua samapt <br>Aaj 5 laws chemistry ka Jbrjst samjh me aaya hai <br>Thanking you😊😊😊,2,2019-03-29T13:17:33Z
@akoteshwarrao8344,No of moles formula is mass /given mass sir,0,2019-03-29T05:59:06Z
@sinxashu7976,Sir aap hindi english combined kar ke padhye sir difficult word ayenge aap uski hindi Bata dena,8,2019-03-29T01:59:45Z
@sinxashu7976,Dhanyavaad sir apka <br>Bhaut hi acchhe se samjhaya sir 😊😊😊,1,2019-03-29T01:56:21Z
@nirbhayatiwari5425,Heartily thanks sir,0,2019-03-28T16:08:31Z
@ananyasingh_29,Thank  🙏💕 you sir.......,10,2019-03-28T11:25:24Z
@nitusingh6319,Sir plz start class 12 chem syllabus,0,2019-03-28T02:14:46Z
@literarysutras7062,Sir aapke notes kidhar milenge...,0,2019-03-27T16:27:12Z
@yadavjigkp.188,thanks,0,2019-03-26T14:22:43Z
@alkachauhan7964,"sir Sulphur aur oxygen SO3 bhi to banate hai kya ye question me likha hua aaega <a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=2100"">35:00</a>",1,2019-03-26T09:21:45Z
@rohansharma1578,Laws given inside books are difficult to understand,0,2019-03-25T03:04:14Z
@gandhimathi1838,Sir please explain in english,1,2019-03-24T16:57:58Z
@ninjanerd1018,Can you please go on with preparation for jee ?,1,2019-03-23T03:42:32Z
@ninjanerd1018,Can&#39;t work for jee mains?,1,2019-03-23T03:41:56Z
@shaviranjan4984,Tq u sir jii,0,2019-03-22T11:13:02Z
@yusufyuhani6373,Sir apke lecture se physics ka taiyari ho jayegi neet ke liye<br>Janana chahtu <br>Plz sir tell me,0,2019-03-21T20:03:28Z
@gftffhjijjhhjhgtfcvbh3166,Congratulations for 1 million subscribers sir keep on growing,4,2019-03-21T08:23:58Z
@CSE_HARSIDH,who liked tis video bfr watching just bcoz u know tht its alekh pandey sir&#39;s class nd u would surely njoy his lecture,4,2019-03-20T20:38:34Z
@CSE_HARSIDH,omg......its really amazing to be an expert in both physics and chemistry,1,2019-03-20T20:35:42Z
@tribhuwandigitalworld,Sir chemistry 12th ka video kb aayega,0,2019-03-20T17:49:20Z
@shoebali4829,1 million hone wala hai,0,2019-03-20T17:29:50Z
@gourijuneja9414,Sir chemistry ka Dr bhga diya....<br>Ap kmal ho sir....jis trike se explain karte ho kmal h......🖤🖤🖤,0,2019-03-20T09:16:37Z
@debjitkundu2829,Sir apka what&#39;s app number milega to bohot help hoga kuch confusion hain.......,0,2019-03-19T16:00:46Z
@kushi5308,Sir...i want 2 nd chapter ....,0,2019-03-18T11:22:02Z
@swarupaghosh7482,Good,0,2019-03-17T16:30:34Z
@srupadhyay2342,Sir aapke  video dekhne se mere English bhi improve hui hai,1,2019-03-17T03:37:03Z
@reetuverma8402,Which is the best channel of bio lecture?,1,2019-03-16T01:22:43Z
@gehnasrivastava6401,Sir you are great,0,2019-03-15T16:05:06Z
@arunyadav3293,sir aap cheamistry aur physics bhono kease pada lete he,1,2019-03-15T15:52:52Z
@asimray479,Thanks sir,0,2019-03-15T05:00:02Z
@wasimaktar8678,Thanks,0,2019-03-13T05:06:28Z
@indrajchidaniyan4041,good,0,2019-03-13T04:19:40Z
@Khadija_Nizami,👌👌👌👏👏♥♥,2,2019-03-12T17:28:32Z
@pradipgayan9690,Thanx sir,0,2019-03-12T07:00:41Z
@seaofthievesfunnympc4416,BHU me kaise jaye,0,2019-03-12T04:51:44Z
@angaraz8009,Thank you sir.  Our phone number.plze.,0,2019-03-10T05:17:01Z
@ujalaabbas1861,I hate that person who dislike the video of  physics wallah,2,2019-03-09T06:51:56Z
@_jatin69,Sir your explanation is very cool,22,2019-03-08T10:26:55Z
@bikashsinha7681,Thank you sir for imparting quality knowledge on chemistry and physics. We are being taught an immaculate knowledge of ncert,12,2019-03-08T09:19:40Z
@jeetkalita4381,physics v chemistry v ...kamal hai😂😂,26,2019-03-08T08:16:22Z
@1Kaidennnn,Wow sir thanks,1,2019-03-08T07:50:46Z
@Allrounder_ompandit,Please 12 ke   chapters physics chemistry video dikhye,1,2019-03-07T14:31:00Z
@shreekrishnasingh9895,Jab mai ye video dekh rha hun <br>Iske 956 k views ho chuke hai,2,2019-03-06T17:44:36Z
@leisuretimewithsachinkumar9022,Sir class 12 ka vedio kb bana rhe h,0,2019-03-06T02:15:27Z
@bhavya_09,is this usefull for neet,0,2019-03-05T15:11:09Z
@ritatiwari8843,thank you so much sir 🙏🙏☺☺,2,2019-03-05T09:04:54Z
@divyanshupaswan6818,Sir apna what&#39;s no.  Hum logo ko de dete to achha hota,0,2019-03-04T17:00:43Z
@sonalsingh6952,best teacher of physics nd chem....,0,2019-03-03T13:54:58Z
@deepakkailash2018,sir I thinks you will complete your 1 million subcribers after sometime and you become a best teacher among all,2,2019-03-02T11:28:21Z
@deepakkailash2018,sir you are great teacher I wiil always become a student of you,0,2019-03-02T11:26:30Z
@malayganguly4747,THANKS,0,2019-03-02T08:50:34Z
@dnyaneshwarwagh4411,Chemistry Kahan se start karein,0,2019-03-02T08:39:46Z
@aryanpandey6366,Main to padha nahi raha or onhe hi phaltu kah raha hai,0,2019-03-01T03:46:10Z
@GAMING_0512,What is need of third element in law of receprocal proportion,2,2019-03-01T03:37:07Z
@gauravarora1728,multiple proportion waale law main Nitrogen ke mass ko fix krne ke liye hum usse half krden agr to means 28 ka 14 bna de to.?,0,2019-02-28T19:11:05Z
@amantiwari4102,Ncert example kara do,0,2019-02-28T04:05:49Z
@exploringm.pbysourabh4532,"sir mai state board se hu meri chemistry or physics jyada achi nhi hai mujhe 9th 10th tk physics chemistry samaj me nhi aati thi but mai jb se 11th me aaya or maine aapki video dekhna start kiya fir mujhe samaj me aane lgi, sir mera ek dream hai ki may IIT me jau but sir abhi time km hai or study jayada hai to may kya kru apne dream ko poora kar ne  ke liye<br>Plz sir",0,2019-02-28T01:46:08Z
@anamkhankhan3803,Plzz upload 12 class videos plzz sir,0,2019-02-27T11:44:22Z
@pramodghildiyal6581,thanku so much sirrrr,0,2019-02-24T08:45:31Z
@shivanshshekhar5142,Sir class 12th ka syllabus start kariye plz,0,2019-02-23T03:30:29Z
@बिकाशछेत्री,"Hardwork shows up , keep it up",2,2019-02-23T03:29:25Z
@atulkumar2054,🙏🙏🙏🙏🙏🙏Sir please sir please Humari aapse se request hai ki aap 12th ka physics ka video upload kar de Kyuaki .Hum Log Gao Se belong Karte Hain isliye .Hamare Paas Koi coaching ki Suvidha nahi hai. Hum Log aapki coaching se 11th ke pure study kiya hai.hum log dosto ka mobile sa apki videos dekta hai. hamara 12th ka career Aap Ke Haathon Mein hai. Ab aap hi decide kare.😂😢😂😂😂😢,0,2019-02-22T15:12:34Z
@maaberiwali123,Sir  will u pls tell me how i can get your notes any pdf   if u had,0,2019-02-21T17:55:15Z
@pankajm1459,Who else watching this in 2019. 😅😅,1,2019-02-21T14:17:39Z
@bhatirshadbhatirshad2712,Very nice sir,0,2019-02-21T11:27:35Z
@quantmaster3065,"<a href=""http://www.youtube.com/results?search_query=%23thanku"">#Thanku</a> sir itna Achcha padhane k lye.. Thank u ☺☺",1,2019-02-20T16:55:00Z
@moinlucky5224,What is ur education qualification,0,2019-02-20T14:41:36Z
@moinlucky5224,Sir ur great,0,2019-02-20T14:39:46Z
@shagoptakhan8721,You tube wale kitne pese dete h,0,2019-02-20T14:28:14Z
@amazinglyossum8039,Sir if you will make 12 class video so please reply from when u r starting,1,2019-02-19T08:51:13Z
@roshandashavant4502,🙏thanks bro,1,2019-02-18T08:27:16Z
@RadheShyam-rq7hy,love u sir jee.main apna saving banake app Ku guru dakshina tor  par dunga kripaya grahan  Karna.<br>thank you sir.,1,2019-02-18T01:48:07Z
@prathamahuja3362,Sir plz make videos of class 12 chemistry also,0,2019-02-16T17:18:46Z
@dynamicworld8319,Londa form me hai bro hai ya nahi bolo,0,2019-02-13T18:45:12Z
@parallax4475,756 dislike q hai video ko......kon pagal dislike karra he,0,2019-02-13T17:45:20Z
@sahilfarooq9104,Thanks a lot sir ☺️😘,1,2019-02-13T06:09:49Z
@truetech1598,Sir electronics and ac per video upload kro please,0,2019-02-13T00:56:57Z
@rayalagnanasundari9975,Say in English,0,2019-02-12T17:00:24Z
@Vish____k,sir aap bio bhi pdha sakte hai Kya??,0,2019-02-12T16:17:00Z
@nushratparween6454,aap bahut brilliant ho sir,1,2019-02-12T13:59:37Z
@sanatanhisatyahai.312,Sir aap bhagwan ram ke avtaar ho🙏🙏🙏🙏,0,2019-02-11T06:47:03Z
@armaganabbas331,nice video really a fantastic one gave me a brief knowledge about laws of chemical combination,0,2019-02-11T06:36:53Z
@krishnavaishnav8111,sir can you please make a video of all derivation in class 12th physic which are in CBSE board,0,2019-02-10T11:44:25Z
@tinailahi5210,Pleaseeeeeeeee meri help karrey koi bataado sabse accha bio keliye konsa video hai,0,2019-02-10T09:47:56Z
@isroindiaofficial7533,Unlike the video useless fellows,0,2019-02-10T01:15:00Z
@isroindiaofficial7533,Super super super super,0,2019-02-10T00:52:23Z
@da2blast648,Wah wah wah physics wallah .dakshina Lena ka acha tarkib hai aur Pura phone no. Bank details aur Kisi ko Kuch sawal puchna Hoga toh ek email bhi nhi chora.,1,2019-02-08T16:32:09Z
@AnkitPandey-lj1jh,Kya bat h bhai maza a gya padh kr,0,2019-02-07T07:01:59Z
@rishayadavvvv,sir kya apka video unackadamy pe nahi milegi? plzzzzz reply sir ji,0,2019-02-06T16:38:24Z
@rishayadavvvv,thank you sir,0,2019-02-06T15:40:17Z
@shivanithakur4952,Thankyou sir,0,2019-02-06T12:32:33Z
@madhulikapareek4484,"<a href=""https://www.youtube.com/watch?v=Qy0Q_AYs63Y&amp;t=747"">12:27</a> Likha Magnisium bola Mangnese",0,2019-02-06T06:02:13Z
@_amit_lohiya_,sir please start  hydrocarbons,0,2019-02-06T01:59:54Z
@drrt7224,Sir vidio band ho ja RHA hai bich mai kya kare,0,2019-02-05T18:53:49Z
@mkcjoshimkc8295,Sir jab aap padhate hai to jo english likhate hai to uska hindi kyo nahi batate hai aur itna speed kyo padhate hai please sir todha speed cam karake padhaiye sir,1,2019-02-05T16:36:12Z
@amazinground7732,sir is the best teacher in all our the world,1,2019-02-05T14:14:10Z
@humzakhan4292,Sir you are great <br>I&#39;m impress with you <br>Nice sir,0,2019-02-04T11:57:58Z
@thegoalachieverclasses2468,"very nice sir....i regular see your videos...very helpful sir....Thanku so much sir<br><a href=""http://www.youtube.com/results?search_query=%23thegoalachieverclasses"">#thegoalachieverclasses</a>",0,2019-02-03T03:14:30Z
@artistghazal9449,Sirf chem pdhate h,1,2019-02-02T13:38:22Z
@artistghazal9449,Hllw sir aap class 12 ka phy book nhi pdhate h..,1,2019-02-02T13:38:08Z
@Random-fu9nx,Sir i want your clone for biology 😂,1,2019-02-01T18:35:33Z
@PavanKumar-be4xl,sir if you don&#39;t mind can you pleaase provide classes for rrb je physics  and chemistry,0,2019-01-31T07:34:11Z
@anuragdixit6237,"<a href=""https://www.youtube.com/watch?v=tJkC8mg9zyk"">https://youtu.be/tJkC8mg9zyk</a> <br>best content for NEET and IIT JEE",0,2019-01-31T02:57:40Z
@Aditikhillare9898,Nice Sir ji... <br>Sir i want to be teacher of physics... So which books i should use preparation..... <br>Plz reply.....!,3,2019-01-30T16:19:23Z
@harshachoudhary8832,Sir 7/2 Ku kiya first question mai,0,2019-01-30T05:48:58Z
@tusharkumari3482,&quot;Sir&quot; aapke 12th class ke video kab dekhne ko Milenge...,2,2019-01-29T15:33:40Z
@rrsrk2424,Sir some basic concepts of chemistry Ka ncert solutions video upload Kar do,0,2019-01-29T12:54:30Z
@sprajapati160,sir aap 12th class ki video nahi banaye hai agar banay hai tho bhesea,0,2019-01-29T10:19:12Z
@ashutoshjhamithu897,धन्यवाद गुरु जी 🙏🙏,0,2019-01-28T08:00:07Z
@studybrainsyed8344,sir agar nitrogen 28 SAE ziada Hoga to kya kare hai,0,2019-01-27T05:17:05Z
@kathakirtan689,think u sir for all ur free service i really appreciate it u are great,0,2019-01-25T19:09:32Z
@nightmarexkv7626,Sir aap aur acche videos dalo hume motivation milta hai.........😄😄😄😄😄😄,0,2019-01-25T17:29:39Z
@worldcafe6861,Law of reciprocal,0,2019-01-24T18:10:04Z
@chemistryclasses.596,very very nice sir,0,2019-01-24T07:22:25Z
@mayurmehta6677,Thank you sir,0,2019-01-24T07:05:22Z
@vandanatripathi1830,Sir Ray optics and wave optics ka lecture kab aayega,0,2019-01-23T15:25:52Z
@mniyati91,Thanks You sir,0,2019-01-22T19:46:25Z
@Paul_Walker,<i>Steps for getting good grades</i><br>1&gt; Stop reading <b>COMMENTS</b>,46,2019-01-22T10:28:40Z
@johnfinandix3456,Sir mujhe samajha nahi aata please physics me questions ka ek baar hindi Bata dijiye sure please,0,2019-01-19T00:56:59Z
@vikramthakur3016,Are sir ji class 11 ke bad vale paper me kya kya ayega ya kya kya yad karana chahiye 2019 paper dene ke liye Mr class 11 ka student hu,1,2019-01-18T01:39:43Z
@gulshankumarvlogs7356,"Sir ,why gay lussac&#39;s law of gaseous volume only for gasses",1,2019-01-17T07:04:47Z
@drrupeshbhosle9100,OSSUM,0,2019-01-17T04:36:35Z
@yashvardhankhichar2075,Thanks for teaching us sir We respect your as you work hard for us,0,2019-01-15T18:00:14Z
@yashvardhankhichar2075,Sir when I have any doubts then I saw your video that clears all my doubts,0,2019-01-15T17:58:38Z
@allrounder8725,Hearty thanks sir.,0,2019-01-14T11:25:21Z
@ankitkotwal7847,Really,0,2019-01-14T07:02:01Z
@krishnajhapate.1738,"PLEASE TRY THIS REVISION LECTURE FULL CHAPTER<br>PLEASE VIST <a href=""https://www.youtube.com/watch?v=IHE_bFFiMpU"">https://youtu.be/IHE_bFFiMpU</a><br>and also try physics all formula<br><a href=""https://www.youtube.com/watch?v=5d_RAUG1iNE"">https://youtu.be/5d_RAUG1iNE</a>",0,2019-01-13T13:45:20Z
@prajwalwandhare6247,Sir make video on surface chemistry,1,2019-01-12T08:14:26Z
@prajwalwandhare6247,Surface chemistry,0,2019-01-12T08:14:08Z
@prajwalwandhare6247,Plz make video on surface chemistry,0,2019-01-12T08:14:00Z
@indrajeetprasad4190,Sir modern physics ka video banaye.. Jee main ke liye please sir,0,2019-01-11T17:07:36Z
@Learn2CodeWithMe,Sir class 12 class chemistry kb sa start kroge,0,2019-01-11T16:21:05Z
@Imoggy02,Isse pass ho jauga kya,0,2019-01-11T13:42:40Z
@sameeransari4551,Thanx sir g✌🏻✌🏻✌🏻,0,2019-01-11T06:23:27Z
@DeepakKumar-gc8pl,Beautifuly explained# now I am getting interest in chemistry by watching your videos# keep on making videos on chemistry,0,2019-01-10T18:07:00Z
@pankajjadhav4798,Great job sir,0,2019-01-10T08:48:34Z
@peeyushsingh3425,App mere liye baghwan ho sir 🙏,1,2019-01-10T01:07:53Z
@anmolbhaveanmolbhave8919,Sir you&#39;re genius,1,2019-01-09T10:00:21Z
@arjunshinde9493,Ye butte kya hai,0,2019-01-08T17:58:00Z
@nehakumari2201,Thanks you sir,1,2019-01-06T06:15:41Z
@Bhat123z,nice art of learning <br>I really got impressed,0,2019-01-05T16:19:45Z
@nitunanda3324,He we get  it full video of +1and+2,1,2019-01-05T15:21:08Z
@_______dontlosehopeintheme8530,Sir i want to talk with you from disturbed kashmir  ... i got impressed With your lecture 💜💜💜,0,2019-01-03T15:57:48Z
@Saurabhkumar-fc6sf,Thanks a lot sir giving a very big support. To achieve their goals without any fee,1,2019-01-02T12:50:08Z
@sanjaysharma-zr5pz,Sir agar board me 5 mark ka aya to kya itna he likhna hai ? Plz reply sir,0,2019-01-01T16:16:02Z
@KrishnaMishra-qh1vy,सर आप गुर  के रुप मे भगवान है।,0,2018-12-31T15:48:29Z
@tanujoshi2414,sirji aap toh devi ho devi,0,2018-12-31T14:15:48Z
@bhatdaanish,"Now a days ,law of conservation of mass is called law of conservation of matter.",0,2018-12-31T11:59:50Z
@anubhav3364,If any one need aakash I tutor then contact me in this number.i can give it less then  half price.<br>Contact number <br>7002132939,0,2018-12-31T05:38:12Z
@everythingishere8726,Physics wali ko kab LA rhe Ho sir plz btaiye  💑😅,2,2018-12-30T04:25:47Z
@everythingishere8726,Sir MARRIEGE HO GYI Btao sir plz. Hmari nazar mein apke jaise pdahne wali hai. To Btao sir physic wali kab leke aa rhe Ho. Plz. 😅😇,0,2018-12-30T04:24:15Z
@yareadtarekegn3023,good,0,2018-12-29T16:21:20Z
@consequentalism,Lol i will fail on FEBURARY,1,2018-12-28T12:28:05Z
@rajivdwivedi6353,Maja aa gaya!!!,0,2018-12-28T02:32:41Z
@MDRUHULAMIN-td2dr,Superbbb sir,1,2018-12-27T12:52:36Z
@ziyasingh954,U r my fav..  Teacher sir....,1,2018-12-26T14:01:27Z
@aqiliqbal9650,sir please upload vedios on limiting reagent based numericals . class 11th  ncert plzz upload fast .,0,2018-12-25T15:23:24Z
@antrayadav7342,"Hello sir, ..... aapne chemical kinetics aur coordination compound pe videos nahi banai hai kya ......aur nahi banaya hai toh kab tak banayenge sir aap .......plz reply sir..",0,2018-12-25T12:38:16Z
@lonedevilgaming3226,1 million ho jay,0,2018-12-23T04:27:55Z
@kundankishor9120,Sir plizz help me to solve numerical because i am very week in numericals so plizz help me,0,2018-12-22T07:46:39Z
@nadeemrana6516,Sir plz upload SHM,1,2018-12-22T05:17:52Z
@VikashKumar-zv2qh,Super sir,0,2018-12-22T04:41:20Z
@thakuranurag1508,S block ki videos kab daliega sir,0,2018-12-21T15:51:46Z
@mohammadsualeh9179,Love you sir,0,2018-12-21T10:41:55Z
@rishipillay2262,Hii,0,2018-12-20T17:11:40Z
@arunkumar-vb1yx,sir aap ke class kitna time&#39; s h,0,2018-12-20T09:47:38Z
@gufranmanihar1254,Sir inductive effect ka video ki link bhejo,1,2018-12-19T17:27:16Z
@rishumodi9122,Sir kya aap ek hi class main puri chapter khatm kar dali kiya,0,2018-12-19T16:59:21Z
@js7167,Love you so much  sir,1,2018-12-19T16:55:14Z
@PrinceSingh-lm5cm,thanks law seakhana ka lea,3,2018-12-19T00:54:12Z
@kalpanamurmu3776,Thank you sir.,0,2018-12-18T14:05:05Z
@sweetysharma5727,Very nice sir,0,2018-12-18T11:22:29Z
@Pravesh-Das,Nice bro,0,2018-12-18T02:43:18Z
@sonukaconcept5653,"<a href=""https://www.youtube.com/watch?v=WwDv0nbK9eU"">https://youtu.be/WwDv0nbK9eU</a>",0,2018-12-18T01:17:48Z
@sonukaconcept5653,"Wau great sir <br>Ur video is just awesome <a href=""http://www.youtube.com/results?search_query=%23scienceweb"">#scienceweb</a>",0,2018-12-18T01:14:22Z
@devanshuagrawal737,Sir apka koi jawab nahi,0,2018-12-17T17:15:03Z
@syedyounus4888,thank you sir,0,2018-12-17T10:02:18Z
@kingmirhanan8502,I like u sir,0,2018-12-16T03:06:14Z
@kingmirhanan8502,Ny. Sir,0,2018-12-16T03:01:52Z
@Samairarais,Your physics teaching is outstanding but chemistry needs more expertise..  You are only your competitor,1,2018-12-15T15:21:42Z
@cschaudhary1449,Nice,0,2018-12-14T13:45:04Z
@annatprakashgupta2399,Shm ka vedio banye plz sir,0,2018-12-12T16:01:17Z
@nitudevi4049,Sir plz percentage composition of a compound ka ek video dijiye na,0,2018-12-11T13:51:12Z
@mangalfartade8973,U r the best sir. Nobody can compete u.👍👍👍👍👌,0,2018-12-10T16:54:15Z
@babluroysuriyaroy1067,Sir apka 12 class ka 1 chapter ka har video chahiya,0,2018-12-10T01:00:34Z
@royalchora527,Thanks sir,0,2018-12-09T17:44:48Z
@vinayjaiswal4182,Sir please made class 12...chemistry and physics vedio all chapter please sir it&#39;s my humble request to you 🙇🙇🙇🙇🙇,9,2018-12-09T12:56:46Z
@misery0907,Support T series,0,2018-12-09T06:55:37Z
@scoobydo4528,"Very good channel, iam subscribed sir.  Just 1 rqst, hum ko Urdu me numbers nahi maloom, plz siraf English me numbers istamal karow",0,2018-12-09T01:55:29Z
@Studentofrwa564,Anunad kya HOTA hai sir detail Mai sajhay,1,2018-12-08T12:29:49Z
@motivationworld2772,Very nice sir .you are best.,0,2018-12-08T12:12:22Z
@feel_energetic,shm ka video nhi dale h kya,0,2018-12-08T11:45:35Z
@gulshabaqureshi737,Nice sir😃😃😃😃😃😃,0,2018-12-08T09:17:44Z
@RupaKumari-uq4ln,Bhai hindi me please,0,2018-12-07T05:31:56Z
@mukultomar3068,Sir Notes ke bare mein bhi bataye ki kis  tarike se prepare kare.....,0,2018-12-05T23:12:50Z
@kartikvlog2.060,Hindi me padovo,0,2018-12-05T13:33:23Z
@tilakchandsingh1348,I am great full to you,0,2018-12-05T04:51:14Z
